error, Description
2000408, Dynamic: There was an error invoking the factory for field "{0}" on datastore value "{1}": {2}
2000409, Dynamic: Field "{0}" is named as the detach state field in type "{1}", but is a managed field. Detach state fields cannot be managed.
2000410, Dynamic: Attempt to add an unnamed fetch group to "{0}".
2000411, Dynamic: "{0}" declares a read only value of "{1}". This is not a recognized strategy. Available strategies are: {2}
2000412, Dynamic: The identity class specified by type "{0}" is not valid, as the hashCode method is not overridden. Implement hashCode so that two instances with the same primary key values have the same hash code.
2000413, Dynamic: The extension key "{1}" for "{0}" is not recognized and will be ignored, although the name closely matches the valid key "{3}". Valid extension keys are "{2}".
2000414, Dynamic: Could not locate metadata for the class using alias "{0}". Registered alias mappings: "{1}"
2000415, Dynamic: Attempt to include non-existent fetch group "{1}" in fetch group "{0}".
2000416, Dynamic: The map value type of field "{0}" a derived key must be a persistent class with exactly one primary key field.
2000417, Dynamic: Your configured MetaDataIO cannot create metadata. You must create it by hand.
2000418, Dynamic: Metadata tool running on type "{0}" with action "{1}".
2000419, Dynamic: The class name "{0}" used in a metadata extension on field "{1}" is not valid.
2000420, Dynamic: The class "{0}" listed in the openjpa.MetaDataFactory configuration property could not be loaded; ignoring.
2000421, Dynamic: Type "{0}" with application identity and no superclass does not declare an id class. This type is not eligible for builtin identity, so it must declare an id class.
2000422, Dynamic: Field "{0}" attempts to recursively embed its declaring type.
2000423, Dynamic: Large result set fields must be of type java.util.Collection or java.util.Map. No concrete classes or other interfaces are allowed. Remove the "lrs" extension from field "{0}" or change it to one of these types.
2000424, Dynamic: An invalid null external-value was declared for field "{0}".
2000425, Dynamic: The identity class specified by type "{0}" is not valid, as the equals method is not overridden. Implement the equals method so that two two instances will compare equal if and only if they have the same primary key values.
2000426, Dynamic: Field "{0}" is marked as embedded, but the store manager in use cannot embed first-class object fields. Treating as non-embedded.
2000427, Dynamic: Superclass field "{0}" is mapped in the metadata for subclass "{1}", but is not a persistent field.
2000428, Dynamic: Field "{0}" declares a logical inverse of "{1}", but that is a not a field of the related type.
2000429, Dynamic: Initializing mapping for "{0}".
2000430, Dynamic: Attempt to include fetch group "{1}" in fetch group "{0}" creates an inclusion cycle.
2000431, Dynamic: The data store does not support application identity. Alter "{0}" to use datastore identity.
2000432, Dynamic: An error occurred while processing registered class "{0}".
2000433, Dynamic: Type "{0}" uses application identity; it cannot also declare a datastore identity strategy.
2000434, Dynamic: Field "{0}" named as the detach state field for type "{1}" does not exist.
2000435, Dynamic: Field "{0}", named as the detach state field for type "{1}", must be of type Object.
2000436, Dynamic: The map value type of field "{0}" with a derived key must be a persistent class.
2000437, Dynamic: Named sequence "{0}" declares an invalid class "{1}".
2000438, Dynamic: "{0}" declared that it is mapped by "{1}", but that is a not a field of the related type.
2000439, Dynamic: Type "{0}" declares a detach object id field, but uses application identity. Detach object id fields are only used for datastore identity classes.
2000440, Dynamic: Field "{0}" cannot be ordered. Ordering is only supported for collection and array fields.
2000441, Dynamic: Resolving field "{0}".
2000442, Dynamic: Fetch group "{0}" specifies invalid recursion depth "{2}" for field "{1}". Recursion depth must be greater than or equal to -1.
2000443, Dynamic: Could add the following callback adapters to "{0}", as the lifecycle metadata is already resolved: {1}
2000444, Dynamic: No method was found for the persistent property "{0}" declared in "{1}" or one of its superclasses. Searched for methods called "{2}" and "{3}".
2000445, Dynamic: Field "{0}" cannot be a primary key. Primary key fields can only be declared in base persistent classes that also declare their identity-type to be "application".
2000446, Dynamic: jdbc-
2000447, Dynamic: "{0}" declares that it is mapped by "{1}", but that field also declares that it is mapped by another. Only one side of a relation can declare that it is mapped by another field.
2000448, Dynamic: Field "{0}", named as the detach object id field for type "{1}", must be of type String.
2000449, Dynamic: The id class specified by type "{0}" does not match the primary key fields of the class. Make sure your identity class has the same primary keys as your persistent type, that the access types are the same, and if you are getting this error at runtime, that you have your persistent class since last compiling your identity class.
2000450, Dynamic: No metadata was found for type "{0}". The class does not appear in the list of persistent types: {1}.
2000451, Dynamic: Guessing persistence-capable class name for identity class "{0}".
2000452, Dynamic: Field "{0}" is marked as embedded, but OpenJPA is unable to embed the field. OpenJPA cannot embed first-class object fields produced through an externalizer. Treating as non-embedded.
2000453, Dynamic: Errors encountered while resolving metadata. See nested exceptions for details.
2000454, Dynamic: There was an error instantiating named sequence "{0}".
2000455, Dynamic: Resolving embedded metadata for "{0}".
2000456, Dynamic: Preparing mapping for "{0}".
2000457, Dynamic: No metadata was found for type "{0}". The class is not enhanced.
2000458, Dynamic: Clearing metadata repository "{0}".
2000459, Dynamic: Unable to resolve type "{0}" due to previous errors resolving related type "{1}".
2000460, Dynamic: Externalized fields do not support large result sets. Remove the "lrs" extension from field "{0}".
2000461, Dynamic: Processing registered persistence-capable class "{0}".
2000462, Dynamic: Field "{0}" cannot be a primary key. It is of an unsupported type.
2000463, Dynamic: Usage: java org.apache.openjpa.meta.MetaDataTool [-properties/-p ] [- ]* [-verbose/-v ] [-file/-f ] [-action/-a ] +
2000464, Dynamic: The factory method supplied for field "{0}" does not exist or is not a valid constructor or method. If the factory is a method of the owning class and not the field type, make sure you have declared the method in the form ".". Also, make sure the specified factory method is static.
2000465, Dynamic: No metadata was found for type "{0}". Ensure that the class is enhanced (if necessary), that the class has appropriate metadata, and that if you list your persistent classes, the class is included in your list.
2000466, Dynamic: Type "{0}" is an enumeration and therefore cannot be made persistent.
2000467, Dynamic: No method was found for the persistent property "{0}" declared in "{1}" or one of its superclasses. Searched for a method called "{2}".
2000468, Dynamic: The metadata for "{0}" sets its value or identity strategy to sequence, but does not name the sequence to use.
2000469, Dynamic: Loading mapping for "{0}" under mode "{1}".
2000470, Dynamic: Could not locate the sequence with name "{0}". It is possible that the metadata file containing the sequence has not been parsed yet. Make sure to use a persistent class whose metadata is in the same file somewhere in your application before requesting the sequence.
2000471, Dynamic: The externalizer method "{1}" on field "{0}" is not valid. If this is a method of the owning class type and not the field type, make sure you have declared the method in the form ".", and that the method is static.
2000472, Dynamic: The ClassMetaData access type must be set to either ClassMetaData.ACCESS_FIELD or ClassMetaData.ACCESS_PROPERTY. Attempt to set it to "{0}" failed.
2000473, Dynamic: Type "{0}" declares an id class "{1}" that does not match or extend its persistent superclass "{2}" identity class "{3}".
2000474, Dynamic: The field "{0}" cannot use the external-values property. External values can only be declared for fields of primitives, primitive wrappers, or strings.
2000475, Dynamic: Type "{0}" declares field "{1}" as a primary key, but keys of type "{2}" are not supported.
2000476, Dynamic: Field "{0}" uses an invalid combination of in-memory and datastore ordering for its values. If a combination is used, all in-memory orderings must appear in the ordering declaration before datastore orderings.
2000477, Dynamic: Recording metadata changes.
2000478, Dynamic: "{0}" declares an unsupported strategy of "{1}" for its {2}.
2000479, Dynamic: Type "{0}" declares an invalid data-cache-timeout value. Valid timeout values are -1 (to disable timeouts), or positive integers. Timeout was set to {1}.
2000480, Dynamic: Resolving mapping for "{0}".
2000481, Dynamic: There was an error invoking the externalizer for field "{0}" on Java value "{1}": {2}
2000482, Dynamic: The field "{0}" cannot declare both an externalizer method and external values.
2000483, Dynamic: Type "{0}" declares a detach object id field, but is not the least-derived detachable class in the inheritance tree. Only the least-derived detachable class can name the detach object id and state fields.
2000484, Dynamic: Type "{0}" is mapped to the data store, but does not have an identity type. Alter its metadata to declare datastore identity or to have at least one primary key field.
2000485, Dynamic: You cannot declare that "{0}" is mapped by another field. Only direct field values and map keys can be mapped by another field.
2000486, Dynamic: Type "{0}" declares a cache name of "{1}", but its persistent superclass "{2}" uses a different cache name ("{3}").
2000487, Dynamic: Could not locate metadata for the class using oid "{0}" of type "{1}". Registered oid type mappings: "{2}"
2000488, Dynamic: The field "{0}" declares an external-values property but does not declare any values in the string: "{1}".
2000489, Dynamic: Type "{0}" declares a detach state field, but is not the least-derived detachable class in the inheritance tree. Only the least-derived detachable class can name the detach object id and state fields.
2000490, Dynamic: Type "{0}" has multiple version fields: [{1}, {2}]
2000491, Dynamic: "{0}" declares an identity or value strategy of "{1}". This is not a recognized strategy, though it closely resembles the standard strategy "{2}". Available strategies are: {3}
2000492, Dynamic: Cannot order "{0}" on "{1}", because {0} is not a relation to another persistent type. For non-relation fields, you can only order on the field element values themselves, represented by "#element".
2000493, Dynamic: The data store does not support datastore identity. Alter "{0}" to use application identity.
2000494, Dynamic: Cannot order "{0}" on "{1}", because that is not a persistent field in the related type.
2000495, Dynamic: The type "{0}" has not been enhanced.
2000496, Dynamic: Field "{0}" named as the detach object id field for type "{1}" does not exist.
2000497, Dynamic: Field "{0}" is marked as having an embedded element or value type, but the store manager in use cannot embed collection/map elements. Treating as non-embedded.
2000498, Dynamic: There is no named query defined for the class "{0}" with the name "{1}".
2000499, Dynamic: Field "{0}" declares that it is mapped by a field that is different from its logical inverse field. You do not need to name the logical inverse if you''ve already declared that the field is mapped by another, but if you do, then the logical inverse must point to the mapping field.
2000500, Dynamic: Loading metadata for "{0}" under mode "{1}".
2000501, Dynamic: The extension key "{1}" for "{0}" is not recognized and will be ignored. Valid extension keys are "{2}".
2000502, Dynamic: Field "{0}" is marked as having an embedded key type, but the store manager in use cannot embed map keys. Treating as non-embedded.
2000503, Dynamic: The id class specified by type "{0}" does not have public a no-args constructor.
2000504, Dynamic: Resolving metadata for "{0}".
2000505, Dynamic: Type "{0}" attempts to use both field and property access. Only one access method is permitted.
2000506, Dynamic: Set persistence-capable superclass of "{0}" to "{1}".
2000507, Dynamic: "{0}" declares an identity or value strategy of "{1}". This is not a recognized strategy. Available strategies are: {2}
2000508, Dynamic: The data store does not support fields of type {0}.
2000509, Dynamic: Using reflection for metadata generation.
2000510, Dynamic: Field "{0}" is named as the detach object id field in type "{1}", but is a managed field. Detach object id fields cannot be managed.
2000511, Dynamic: Type "{0}" does not declare the same identity-type as its persistent superclass.
2000512, Dynamic: No field was found for the persistent property "{0}" declared in "{1}" or one of its superclasses.
2000513, Dynamic: Found {0} classes with metadata in {1} milliseconds.
2000514, Dynamic: Attempt to add fetch group "{0}" to type field "{1}" failed. This fetch group has not been defined.
2000515, Dynamic: "{0}" declares a read only value of "{1}". This is not a recognized strategy, though it closely resembles the standard strategy "{2}". Available strategies are: {3}
2000516, Dynamic: A unique constraint violation has occurred.
2000517, Dynamic: Missing getter for property "{1}" in type "{0}".
2000518, Dynamic: Unable to create second class object proxy for type: "{0}".
2000519, Dynamic: Encountered object id "{0}" in serialized data, but the corresponding persistent object no longer exists. Substituting null into the deserialization stream.
2000520, Dynamic: Could not obtain a lock on object "{0}" in {1} milliseconds.
2000521, Dynamic: The instance "{0}" cannot be persisted, because it conflicts with an existing instance.
2000522, Dynamic: No store-specific facade found matching "{0}". Using default.
2000523, Dynamic: A duplicate object id exception has occurred. Each object you insert into the data store must have unique primary key field values.
2000524, Dynamic: The given type "{0}" does not use single field identity.
2000525, Dynamic: While creating datastore identity for "{0}", unknown id value "{1}" of type "{2}" encountered. Cannot convert to org.apache.openjpa.util.Id.
2000526, Dynamic: Nested:
2000527, Dynamic: An exception was thrown while creating a new instance of custom proxy collection type "{0}". This could mean that there is no public no-args constructor for this type.
2000528, Dynamic: Bad single primary key field "{0}"
2000529, Dynamic: The follwing instnaces do not exist in the data store: {0}
2000530, Dynamic: A referential integrity constraint has occurred.
2000531, Dynamic: The instance "{0}" does not exist in the data store.
2000532, Dynamic: The given element does not meet the requirements for this field. The container requires that all non-null objects are of the type declared in the XML metadata for this container. "{1}(loader={0}).isAssignableFrom ({3}(loader={2}))" failed.
2000533, Dynamic: You cannot transfer large result set fields from one object or field to another.
2000534, Dynamic: Missing setter for property "{1}" in type "{0}".
2000535, Dynamic: An optimistic lock violation was detected when flushing object instance "{0}" to the data store. This indicates that the object was concurrently modified in another transaction.
2000536, Dynamic: Unable to copy array: {0}.
2000537, Dynamic: An invalid key was found in a CacheMap while flushing data from it. CacheMap: "{0}". Key: "{1}". All unpinned objects were cleared from the CacheMap in order to re-establish a consistent cache.
2000538, Dynamic: Optimistic locking errors were detected when flushing to the data store. The following objects may have been concurrently modified in another transaction: {0}
2000539, Dynamic: Invalid single identity declaration for type "{0}". Only a single field can be declared for single field identity.
2000540, Dynamic: Unable to obtain an object lock on "{0}".
2000541, Dynamic: Optimistic locking errors were detected when flushing to the data store. This indicates that some objects were concurrently modified in another transaction. Each exception in the nested throwables array contains a failed object representing a concurrently modified object.
2000542, Dynamic: Failed:
2000543, Dynamic: Null id value encountered while creating datastore identity for "{0}".
2000544, Dynamic: Unable to create a valid id from string "{0}".
2000545, Dynamic: No filesets specified.
2000546, Dynamic: An exception occurred while invoking close() on "{0}". This exception will be consumed.
2000547, Dynamic: Instantiation of plugin "{0}" with value "{1}" caused an error "{2}". The alias or class name may have been misspelled (as it closely matches the valid plugin alias "{4}"), or the class may not be available in the class path. Valid aliases for this plugin are: {3}
2000548, Dynamic: An instance of the class "{0}" could not be instantiated. Make sure the class has a public no-args constructor.
2000549, Dynamic: The configuration is read only; it cannot be modified.
2000550, Dynamic: There was an error while setting up the configuration option "{0}", and it was set to "{1}". All possible values for this setting are: {2}.
2000551, Dynamic: The property named "{0}" was not recognized and will be ignored.
2000552, Dynamic: Errors occurred while creating property descriptors for the following properties: {0}.
2000553, Dynamic: Configuration information loaded via "{0}".
2000554, Dynamic: You cannot set the value of property "{0}" as an object. The property cannot use a single value; it must be recreated on each request.
2000555, Dynamic: An exception occurred while creating a plugin for value {0}. This exception will be consumed.
2000556, Dynamic: There was an error duing JNDI lookup of the name "{0}".
2000557, Dynamic: An exception occurred while invoking afterConfigurationLoad() on "{0}". This exception will be consumed.
2000558, Dynamic: An exception occurred while invoking beforeConfigurationLoad() on "{0}". This exception will be consumed.
2000559, Dynamic: You cannot supply a configuration unit name only. You must also supply the name of the resource in which the unit appears.
2000560, Dynamic: Instantiation of plugin "{0}" with value "{1}" caused an error "{2}". The alias or class name may have been misspelled, or the class may not be available in the class path.
2000561, Dynamic: Found multiple properties with different valid prefixes. Properties: {0}, {1}.
2000562, Dynamic: No registered configuration provider could load "{0}".
2000563, Dynamic: Default configuration information couldn''t be loaded from any configuration provider.
2000564, Dynamic: Your system is missing configuration providers. Configuration providers load configuration information for supported specifications. You must have a META-INF/services/{0} file in your classpath listing the available provider classes, and some listed class must be instantiable. Typically this file is bundled as part of the distribution. Have you unbundled it, or unbundled its listed classes?
2000565, Dynamic: There was an error parsing the properties string "{0}". Please check that the format is: "= = ...".
2000566, Dynamic: The property named "{0}" was not recognized and will be ignored, although the name closely matches a valid property called "{1}".
2000567, Dynamic: Configuration property "{0}" cannot be set from a string. You must supply the object value.
2000568, Dynamic: There was an error while setting up the configuration plugin option "{0}". The plugin was of type "{1}". Setter methods for the following plugin properties were not available in that type: {2}. Possible plugin properties are: {3}. Ensure that your plugin configuration string uses key values that correspond to setter methods in the plugin class.
2000569, Dynamic: There were errors initializing your configuration: {0}
2000570, Dynamic: Instantiation of plugin "{0}" with value "{1}" caused an error "{2}". The alias or class name may have been misspelled, or the class may not have be available in the class path. Valid aliases for this plugin are: {3}
2000571, Dynamic: There was an error while setting up the configuration plugin option "{0}". The plugin was of type "{1}". The plugin property "{2}" had no corresponding setter method or accessible field. The plugin property closely matches "{3}"; perhaps the property was misspelled. Ensure that your plugin configuration string uses key values that correspond to setter methods in the plugin class. All possible plugin properties are: {4}.
2000572, Dynamic: FATAL
2000573, Dynamic: UNKNOWN
2000574, Dynamic: ERROR
2000575, Dynamic: The file name "{0}" is not valid.
2000576, Dynamic: An error occurred while trying to create a LogFactory of type "{0}", as specified by the openjpa.Log system property. Created a org.apache.openjpa.lib.log.LogFactoryImpl instead.
2000577, Dynamic: INFO
2000578, Dynamic: TRACE
2000579, Dynamic: The log level string "{0}" is not valid. Valid values are TRACE, INFO, WARN, ERROR or FATAL.
2000580, Dynamic: {0}
2000581, Dynamic: WARN
2000582, Dynamic: Source file locations:
2000583, Dynamic: Serializing contents: {0}
2000584, Dynamic: Too many files to scan for metadata. Reached limit of {0} files.
2000585, Dynamic: Parsing class "{0}".
2000586, Dynamic: An exception occurred while parsing {0} at location {1}. This exception has been translated to a SAXException, and will be re-thrown. The original exception is being logged along with this message.
2000587, Dynamic: An error was encountered while parsing element "{0}". Make sure the metadata file is correctly formatted.
2000588, Dynamic: {0}: {1}
2000589, Dynamic: Skipping resource "{0}"; it was parsed previously.
2000590, Dynamic: Writing to file "{0}".
2000591, Dynamic: XML schema validation is disabled due to bugs detected in the SAX parser.
2000592, Dynamic: Writing object "{0}".
2000593, Dynamic: No source file found for "{0}".
2000594, Dynamic: Adding parse result: "{0}"
2000595, Dynamic:
2000596, Dynamic: Location:
2000597, Dynamic: Error extracting class information from "{0}".
2000598, Dynamic: Finished parsing metadata resource "{0}".
2000599, Dynamic: Clearing cache of parsed files in "{0}".
2000600, Dynamic: Parsing resource "{0}".
2000601, Dynamic: Type "{0}" could not be instantiated.
2000602, Dynamic: Unable to differentiate between given package and class elements for class arg parsing. No element can be a complete prefix of another.
2000603, Dynamic: The result list has been closed.
2000604, Dynamic: The RangeResultObjectProvider can only be used for ranges that are below Integer.MAX_VALUE. Start index: "{0}", end index: "{1}".
2000605, Dynamic: Result lists are read-only.
2000606, Dynamic: Duplicate keys are not allowed in this properties file. Key: {0}, first value: {1}, second value: {2}.
2000607, Dynamic: Illegal load value of {0} specified.
2000608, Dynamic: Illegal initial value of {0} specified.
2000609, Dynamic: Line: {0}, C: {1}
2000610, Dynamic: Unknown
2002000, Dynamic: The options supplied to the {0} are not valid. Please check your ant build file.
2002001, Dynamic: Using metadata factory "{0}".
2002002, Dynamic: Using mapping factory "{0}".
2002003, Dynamic: OpenJPA will now connect to the database to attempt to determine what type of database dictionary to use. To prevent this connection in the future, set your org.apache.openjpa.jdbc.DBDictionary configuration property to the appropriate value for your database (see the documentation for available values).
2002004, Dynamic: The target for filter listener "{0}" must be "this" or some field traversal to a related objects, such as "company.address".
2002005, Dynamic: The filter listener "{0}" does not support in-memory operation; it can only be used with queries against the database.
2002006, Dynamic: Field "{0}" is not persistent, and thus cannot be queried.
2002007, Dynamic: Attempt to compare incompatible types "{0}" and "{1}".
2002008, Dynamic: The filter listener "{0}" requires a constant argument.
2002009, Dynamic: The column "{0}" given to filter "{1}" doesn''t exist in the table of the specified target.
2002010, Dynamic: Attempt to get the object id of a non-persistent or embedded object field "{0}".
2002011, Dynamic: Usage: java org.apache.openjpa.jdbc.kernel.ClassTableJDBCSeq [-properties/-p ] [- ]* -action/-a [class name | .java file | .class file | .jdo file] [value]
2002012, Dynamic: Error instantiating named sequence "{0}": Your database dictionary does not support native sequences. To tell the dictionary how to select sequence values, use: org.apache.openjpa.jdbc.DBDictionary: NextSequenceQuery="SELECT NEXT VALUE FOR {0}" Where the above string is replaced with the proper SQL for your database.
2002013, Dynamic: Usage: java org.apache.openjpa.jdbc.kernel.TableJDBCSeq [-properties/-p ] [- ]* -action/-a [value]
2002014, Dynamic: Creating sequence.
2002015, Dynamic: Dropping sequence.
2002016, Dynamic: SQL query "{0}" declares a parameter index "{1}" for which no value was given. The given parameters were: {2}
2002017, Dynamic: Cannot instantiate virtual mapping "{0}".
2002018, Dynamic: Though you are using optimistic transactions, OpenJPA is now beginning a datastore transaction because you have requested a lock on some data.
2002019, Dynamic: Updating sequence values.
2002020, Dynamic: JDBC lock manager does not support millisecond-granularity timeouts. Use timeouts that are multiples of 1000 for even second values.
2002021, Dynamic: An error occurred attempting to rollback to the savepoint "{0}"
2002022, Dynamic: This sequence of type "{0}" cannot generate values for persistent type "{1}".
2002023, Dynamic: No rows returned for sql "{0}". Check your configuration.
2002024, Dynamic: Attempt to update the sequence table "{0}" failed. The sequence table is typically created when you run the mappingtool''s refresh action on any datastore identity class. If you have not run the mappingtool but want to create the sequence table, run: java org.apache.openjpa.jdbc.kernel.TableJDBCSeq -action add
2002025, Dynamic: The update count for the statement was an invalid value ({0}). This indicates that your database or JDBC driver does not have complete support for executing batch statements. Batch functionality should be disabled by including "BatchLimit=0" in your org.apache.openjpa.jdbc.DBDictionary configuration property. Statement: {1}
2002026, Dynamic: An unresolvable constraint cycle was detected. This typically means that a mapping in a table other than the class'' primary table has a foreign key that is part of a circular foreign key dependency. OpenJPA sometimes cannot meet circular dependencies when some of the involved mappings are in secondary tables.
2002027, Dynamic: The database is unable to lock this query. Each object matching the query will be locked individually after it is loaded; however, it is technically possible that another transaction could modify the data before the lock is obtained. See the documentation on Object Locking for details. "{0}"
2002028, Dynamic: You have not specified a SQL filter to execute in your SQL query.
2002029, Dynamic: Cannot perform an aggregate query on a hierarchy with unjoined subclasses: {0}
2002030, Dynamic: An unresolvable constraint cycle was detected. This typically means that you are persisting a new object with the same primary key value as an object you are deleting in the same transaction, and at the same time you have circular foreign key dependencies in the transaction. The combination of these two factors can sometimes lead to a situation in which OpenJPA cannot meet all the database constraints.
2002031, Dynamic: There is no row for mapping "{0}" in sequence table "{1}", and the attempt to insert a row has apparently failed.
2002032, Dynamic: Getting current sequence values.
2002033, Dynamic: Inserting row for this mapping into sequence table.
2002034, Dynamic: There is no persistence server configured.
2002035, Dynamic: Creating sequence table.
2002036, Dynamic: Server running. Press enter to stop.
2002037, Dynamic: Usage: java org.apache.openjpa.jdbc.kernel.StartPersistenceServer [-properties/-p ] [- ]*
2002038, Dynamic: Usage: java org.apache.openjpa.jdbc.kernel.NativeJDBCSeq [-properties/-p ] [- ]*
2002039, Dynamic: Invalid SynchronizeMappings operation ("{0}") specified. Valid operations are: {1}
2002040, Dynamic: Dropping sequence table.
2002041, Dynamic: JDBC lock manager does not support millisecond-granularity timeouts. Use timeouts that are multiples of 1000 for even second values.
2002042, Dynamic: Attempt to add a null/empty fetch join field.
2002043, Dynamic: Database operation failed. Update count for SQL statement was {0}. Statement: {1}
2002044, Dynamic: An error occurred attempting to set the savepoint "{0}". This driver may not support JDBC 3 savepoints.
2002045, Dynamic: Type "{0}" has a mapped superclass, and therefore cannot declare additional lock groups. Use the "lock-groups" extension on the mapped superclass to declare any additional lock groups needed by this type. {1}
2002046, Dynamic: Could not instantiate custom class strategy "{1}" for type "{0}". Make sure this is a valid ClassStrategy implementation.
2002047, Dynamic: "{0}" marks its join columns as having a deferred unique constraint, but the existing constraint on these columns is not deferred. OpenJPA cannot change the deferrability of a constraint.
2002048, Dynamic: "{0}" is not a valid mapping. Inverse foreign key-based relations to types with unjoined subclasses are not supported.
2002049, Dynamic: "{0}" marks its columns as having a deferred unique constraint, but the existing constraint on these columns is not deferred. OpenJPA cannot change the deferrability of a constraint.
2002050, Dynamic: Field "{0}" declared custom mapping strategy "{1}", but this strategy cannot be instantiated.
2002051, Dynamic: Usage: java org.apache.openjpa.jdbc.meta.ReverseMappingTool [-properties/-p ] [- ]* [-directory/-d ] [-schemas/-s ] [-package/-pkg ] [-useSchemaName/-sn ] [-useForeignKeyName/-fkn ] [-nullableAsObject/-no ] [-blobAsObject/-bo ] [-typeMap/-type ] [-primaryKeyOnJoin/-pkj ] [-useDatastoreIdentity/-ds ] [-useBuiltinIdentityClass/-bic ] [-innerIdentityClasses/-inn ] [-identityClassSuffix/-is ] [-inverseRelations/-ir ] [-detachable/-det ] [-discriminatorStrategy/-ds ] [-versionStrategy/-vs ] [-metadata/-md ] [-customizerClass/-cc ] [-customizerProperties/-cp ] [-customizer/-c. ]* [-codeFormat/-cf. ]* [.schema file]*
2002052, Dynamic: "{0}" marks its columns as having a deferred foreign key, but the database dictionary "{1}" reports that it does not support deferred constraints. Creating an undeferred constraint.
2002053, Dynamic: "{0}" attmpts to join a constant value to another constant value.
2002054, Dynamic: "{0}" marks its join columns as having a deferred unique constraint, but the database dictionary "{1}" reports that it does not support deferred constraints. Creating an undeferred constraint.
2002055, Dynamic: Type "{0}" declares a datastore identity column "{1}" whose jdbc-type is not compatible with the expected type "{2}".
2002056, Dynamic: Type "{0}" declares datastore identity column "{1}", but this column does not exist in table "{2}".
2002057, Dynamic: "{0}" marks its join columns as explicitly not having a foreign key delete action, but a database foreign key exists on these columns.
2002058, Dynamic: "{0}" declares an order column column that is not compatible with the expected type "{1}". Column details: {2}
2002059, Dynamic: "{0}" has mapping strategy "{1}".
2002060, Dynamic: Writing generated application identity classes.
2002061, Dynamic: Mapping tool running on type "{0}" with action "{1}".
2002062, Dynamic: Type "{0}" cannot use a version field because it has multiple lock groups.
2002063, Dynamic: "{0}" defines a target of "{1}" for join column "{2}", but that target does not exist in table "{3}".
2002064, Dynamic: The following columns of table "{0}" could not be reverse mapped "{1}".
2002065, Dynamic: Your configured MetaDataFactory or MappingFactory plugin does not support storing information. You must write the information by hand. If you are trying to create a schema using default column and table names, run mappingtool with the "buildSchema" action instead of the "refresh" or "add" actions.
2002066, Dynamic: Writing java code for generated type "{0}".
2002067, Dynamic: "{0}" marks its columns as explicitly not having a foreign key delete action, but a database foreign key exists on these columns.
2002068, Dynamic: Cannot synchronize mapping information: the number of version columns is not equal to the number of lock groups.
2002069, Dynamic: Type "{0}" does not supply a target for column "{1}" in its superclass join. Since this mapping can involve multiple columns and the a target column with the same name doesn''t exist, you must give a target explicitly.
2002070, Dynamic: There has been a fatal change to the definition of "{0}" or its schema since it was last mapped, or the mapping you defined is invalid: {1} OpenJPA will attempt to create a new mapping.
2002071, Dynamic: Usage: java org.apache.openjpa.jdbc.meta.MappingTool [-properties/-p ] [- ]* [-file/-f ] [-schemaFile/-sf ] [-sqlFile/-sql ] [-schemaAction/-sa ] [-schemas/-s ] [-readSchema/-rs ] [-primaryKeys/-pk ] [-foreignKeys/-fk ] [-indexes/-ix ] [-dropTables/-dt ] [-openjpaTables/-kt ] [-dropSequences/-dsq ] [-sequences/-sq ] [-ignoreErrors/-i ] [-action/-a ] *
2002072, Dynamic: Result path "{2}" in result type "{1}" of mapping "{0}" attempts to map a field that does not have exactly 1 column.
2002073, Dynamic: The type for "{0}" is mapped to custom strategy "{1}", but this strategy cannot be instantiated.
2002074, Dynamic: No targets were given. Running on all classes listed in your configuration, or all persistent classes in the classpath if no classes are configured.
2002075, Dynamic: No null-indicator column name was given for "{0}".
2002076, Dynamic: Table "{0}" could not be reverse mapped. This means that the table does not have a primary key (primary keys are required to establish unique identifiers for all persistent objects) and does not match a known pattern for a table used for cross-reference or value collections.
2002077, Dynamic: "{0}" declares a column in table "{1}", but all columns must be in table "{2}".
2002078, Dynamic: No mapping information found for type "{0}".
2002079, Dynamic: "{0}" does not supply a name for at least one declared join column. Since this join can involve multiple columns or uses constant joins, each column must give either its name or a non-constant target.
2002080, Dynamic: Cannot use "{0}" as the mapped-by value for a field in "{1}". The target-field "{2}" for column "{3}" is mapped to multiple columns.
2002081, Dynamic: Writing generated class source code.
2002082, Dynamic: "{0}" is marked as having a unique constraint, but OpenJPA does not support a constraint on this mapping in this context.
2002083, Dynamic: "{0}" defines a target of "{1}" for column "{2}", but that target does not exist in table "{3}".
2002084, Dynamic: "{0}" is marked as having a foreign key, but OpenJPA does not support a foreign key on this mapping in this context.
2002085, Dynamic: When mapping "{0}" to table "{1}", found a column mapped to illegal table "{2}".
2002086, Dynamic: Cannot use "{0}" as the mapped-by value for a field in "{1}". There is no target-field "{2}" for column "{3}" in this subclass.
2002087, Dynamic: "{0}" declares a join index, but has no join columns.
2002088, Dynamic: Could not instantiate custom version strategy "{1}" for type "{0}". Make sure this is a valid VersionStrategy implementation.
2002089, Dynamic: Cannot order "{0}" on "{1}", because that field is not in the default fetch group. You can only order on fields that will be selected when the related object is loaded.
2002090, Dynamic: "{0}" is being mapped with a handler that may not be able to store values over {1} bytes/chars long.
2002091, Dynamic: "{0}" marks its join columns as having a deferred foreign key, but the database dictionary "{1}" reports that it does not support deferred constraints. Creating an undeferred constraint.
2002092, Dynamic: "{0}" marks its columns as having a unique index, but the existing index on those columns is not unique.
2002093, Dynamic: Type "{0}" does not supply a name for at least one declared superclass join column.
